	80 -499.505463 274.444809 1000
	48 -394.477844 301.948318 1000
	81 -314.498596 336.928558 1000
	82 -464.496307 351.920090 1000
	83 -394.477844 396.932831 1000
	84 -319.479065 459.416656 1000
	85 -239.499817 506.908875 1000
	86 -139.525757 521.938553 1000
	87 -24.537048 536.930084 1000
	88 97.995300 529.415283 1000
	89 192.988892 486.920166 1000
	90 285.492249 434.430771 1000
	91 358.001099 374.426498 1000
	92 415.495300 316.939850 1000
	93 430.509644 226.914368 1000
	94 455.484924 144.441833 1000
	95 475.479736 69.446106 1000
	96 477.969971 -15.544128 1000
	97 477.969971 -108.049011 1000
	98 430.509644 -180.565338 1000
	99 360.491028 -245.566864 1000
	100 275.458374 -285.544281 1000
	101 210.493469 -348.066101 1000
	102 140.474854 -390.561218 1000
	103 47.971497 -435.535889 1000
	104 -347.017517 -438.053436 1000
	105 -257.004395 -450.565491 1000
	106 -164.500732 -453.045044 1000
	107 -82.031250 -448.047791 1000
	108 -9.522705 -493.060608 1000
	109 -102.026062 -535.555725 1000
	110 -191.966248 -538.035126 1000
	111 -294.503784 -520.525970 1000
	112 85.470886 -508.052063 1000
	113 448.014221 -258.040619 1000
	114 413.005066 -335.554199 1000
	115 327.972107 -345.548553 1000
	116 330.462341 -430.538635 1000
	117 250.483093 -420.544281 1000
	118 177.974548 -455.562744 1000
	119 235.468750 -505.534515 1000
	120 155.489502 -540.552826 1000
	121 65.476074 -583.047943 1000
	122 -27.027283 -570.535889 1000
	123 -144.505920 -608.033752 1000
	124 -446.991577 -435.535889 1000
	125 -384.516907 -530.558472 1000
	126 -257.004395 -598.039398 1000
	127 -74.487610 -640.534515 1000
	128 15.525818 -648.049316 1000
	129 150.509033 -615.548706 1000
	130 255.463562 -580.530243 1000
	131 330.462341 -508.052063 1000
	132 405.461121 -428.059082 1000
	133 485.513611 -358.060455 1000
	134 525.503235 -188.041992 1000
	135 527.993469 -265.555573 1000
	136 560.512390 -78.065948 1000
	137 545.498047 16.956635 1000
	138 545.498047 116.938324 1000
	139 515.469360 211.922836 1000
	140 490.494080 291.915817 1000
	141 -644.449615 -108.049011 1000

# nb transport
24
# transport:
	142 -94.482422 604.411087 1000
	143 42.991028 614.405441 1000
	144 188.008423 579.425201 1000
	145 365.471497 459.416656 1000
	146 480.459900 386.938477 1000
	147 587.977905 266.929932 1000
	148 607.972717 66.928406 1000
	149 610.462952 -140.549774 1000
	150 572.963562 -328.039246 1000
	151 485.513611 -448.047791 1000
	152 360.491028 -578.050690 1000
	153 217.964172 -678.032379 1000
	154 10.472107 -733.039551 1000
	155 -164.500732 -698.021088 1000
	156 -364.522095 -625.543060 1000
	157 -499.505463 -508.052063 1000
	158 -596.989288 -323.042145 1000
	159 -671.988220 -190.559692 1000
	160 -711.977844 -45.565338 1000
	161 -676.968536 129.450378 1000
	162 -596.989288 271.927109 1000
	163 -524.480743 441.907425 1000
	164 -394.477844 529.415283 1000
	165 -252.023926 601.931534 1000

# nb production
25
# production:
	1 -9.522705 14.438934 42699
	166 -96.972656 714.425278 1000
	167 50.461731 714.425278 1000
	168 235.468750 669.412537 1000
	169 420.475464 539.409637 1000
	170 567.983093 429.433594 1000
	171 680.481262 289.436340 1000
	172 697.986145 61.931305 1000
	173 675.501099 -178.047638 1000
	174 650.452576 -363.057709 1000
	175 543.007812 -523.043671 1000
	176 402.970886 -658.043671 1000
	177 250.483093 -760.543060 1000
	178 18.016052 -840.536041 1000
	179 -206.980591 -808.035278 1000
	180 -426.996765 -698.021088 1000
	181 -594.499207 -563.059235 1000
	182 -691.983032 -353.063354 1000
	183 -769.472046 -223.060455 1000
	184 -819.495697 -43.047638 1000
	185 -789.466858 176.942596 1000
	186 -702.017059 351.920090 1000
	187 -634.488831 561.915970 1000
	188 -471.966858 626.917419 1000
	189 -286.959839 704.430923 1000

# nb link
232
	1 7
	1 12
	1 18
	2 3
	2 41
	3 4
	4 5
	5 22
	6 22
	6 23
	7 8
	8 9
	9 26
	10 28
	11 12
	11 28
	13 14
	13 34
	14 15
	15 16
	16 17
	16 38
	17 18
	20 43
	20 21
	23 24
	24 25
	25 27
	26 30
	27 30
	28 32
	29 30
	29 31
	31 103
	32 33
	33 34
	35 36
	35 100
	36 37
	37 38
	39 40
	39 57
	40 41
	19 42
	42 52
	19 43
	21 44
	44 45
	45 66
	46 67
	46 79
	46 47
	49 50
	49 81
	49 84
	50 51
	50 85
	51 52
	51 142
	52 53
	53 54
	53 144
	54 55
	54 90
	55 56
	56 92
	56 93
	57 58
	58 59
	59 60
	60 61
	61 99
	62 63
	62 105
	63 64
	64 65
	65 66
	67 68
	67 78
	68 69
	68 76
	69 70
	70 71
	70 75
	71 72
	71 158
	72 104
	72 124
	73 157
	73 158
	74 158
	74 159
	75 159
	76 160
	77 160
	77 161
	78 161
	79 162
	47 80
	47 48
	80 162
	48 81
	48 82
	81 83
	82 162
	82 163
	83 163
	83 164
	84 164
	85 164
	85 165
	86 142
	86 165
	87 142
	88 144
	89 144
	90 145
	91 145
	91 146
	92 146
	93 94
	94 95
	94 139
	95 96
	96 97
	96 137
	97 98
	97 149
	98 113
	98 134
	99 115
	100 101
	101 102
	102 103
	104 111
	105 106
	106 107
	107 108
	108 112
	109 110
	109 122
	109 123
	110 111
	111 156
	112 118
	113 114
	114 116
	114 151
	115 117
	116 119
	117 118
	119 120
	119 152
	120 121
	121 122
	121 128
	123 155
	124 157
	125 156
	125 157
	126 155
	126 156
	127 154
	127 155
	128 154
	129 153
	129 154
	130 152
	130 153
	131 151
	131 152
	132 151
	133 150
	133 151
	134 149
	135 150
	136 149
	137 148
	138 148
	139 147
	140 146
	140 147
	141 159
	141 160
	142 143
	142 165
	142 166
	142 167
	142 189
	143 144
	144 145
	144 168
	145 146
	146 147
	146 169
	146 170
	147 148
	148 149
	148 171
	148 172
	149 150
	150 151
	150 173
	150 174
	151 152
	152 153
	152 175
	152 176
	153 154
	154 155
	154 177
	154 178
	155 156
	156 157
	156 179
	156 180
	157 158
	158 159
	158 181
	158 182
	159 160
	160 161
	160 183
	160 184
	161 162
	162 163
	162 185
	162 186
	163 164
	164 165
	164 187
	164 188

